index,Patron Type Definition,Total Checkouts,Total Renewals,Age Range,Home Library Definition,Circulation Active Month,Circulation Active Year,Notice Preference Definition,Provided Email Address,Year Patron Registered,Outside of County,Years Active,Renewals per Checkouts,User Count,Average_Checkouts
3875,ADULT,623,20,35-44,Richmond,August,2013,email,True,2010,False,3,0.03,248,2.5120967741935485
912,ADULT,4,0,25-34,Main Library,August,2013,email,True,2012,False,1,0.0,1242,0.00322061191626409
878,ADULT,0,0,25-34,Main Library,August,2011,email,True,2008,False,3,0.0,1242,0.0
816,YOUNG ADULT,8,0,10-19,Mission,August,2013,print,False,2005,False,8,0.0,350,0.022857142857142857
2845,ADULT,5,0,45-54,Main Library,August,2012,email,True,2011,False,1,0.0,1242,0.004025764895330112
902,ADULT,41,5,25-34,Main Library,August,2013,email,True,2013,False,0,0.12,1242,0.033011272141706925
891,ADULT,145,65,25-34,Main Library,August,2015,email,True,2011,False,4,0.45,1242,0.11674718196457327
4151,ADULT,98,56,25-34,Richmond,August,2014,email,True,2010,False,4,0.57,248,0.3951612903225806
894,SENIOR,102,6,65-74,Main Library,August,2014,phone,True,2010,False,4,0.06,1242,0.0821256038647343
4573,YOUNG ADULT,21,4,10-19,Main Library,August,2011,email,True,2008,False,3,0.19,1242,0.016908212560386472
962,ADULT,5,2,45-54,Mission,August,2013,email,True,2013,False,0,0.4,350,0.014285714285714285
2382,ADULT,3,0,20-24,Richmond,August,2010,phone,False,2006,False,4,0.0,248,0.012096774193548387
3064,ADULT,3,0,35-44,Main Library,August,2014,email,True,2013,False,1,0.0,1242,0.0024154589371980675
3067,ADULT,313,456,35-44,Main Library,August,2014,phone,False,2005,False,9,1.46,1242,0.25201288244766507
742,ADULT,522,209,35-44,Main Library,August,2014,email,True,2010,False,4,0.4,1242,0.42028985507246375
1988,JUVENILE,35,11,0-9,Mission,August,2015,email,True,2012,False,3,0.31,350,0.1
3142,ADULT,8,4,25-34,Main Library,August,2008,email,True,2007,False,1,0.5,1242,0.00644122383252818
2079,JUVENILE,8,0,0-9,Richmond,August,2014,email,True,2014,False,0,0.0,248,0.03225806451612903
3034,YOUNG ADULT,79,0,10-19,Main Library,August,2013,phone,True,2013,False,0,0.0,1242,0.06360708534621579
2029,ADULT,2,1,25-34,Mission,August,2012,email,True,2012,False,0,0.5,350,0.005714285714285714
3171,ADULT,17,12,35-44,Main Library,August,2011,phone,False,2005,False,6,0.71,1242,0.013687600644122383
2087,ADULT,230,368,35-44,Mission,August,2012,email,True,2008,False,4,1.6,350,0.6571428571428571
1762,ADULT,7,0,25-34,Richmond,August,2015,email,True,2015,False,0,0.0,248,0.028225806451612902
1744,ADULT,7,13,20-24,Richmond,August,2012,email,True,2011,False,1,1.86,248,0.028225806451612902
1685,JUVENILE,31,0,0-9,Richmond,August,2015,email,True,2013,False,2,0.0,248,0.125
692,ADULT,16,0,10-19,Main Library,August,2014,email,True,2009,False,5,0.0,1242,0.01288244766505636
1644,ADULT,1,0,25-34,Richmond,August,2013,email,True,2013,False,0,0.0,248,0.004032258064516129
1806,ADULT,52,0,35-44,Richmond,August,2014,email,True,2010,False,4,0.0,248,0.20967741935483872
3031,YOUNG ADULT,9,0,10-19,Main Library,August,2012,email,True,2012,False,0,0.0,1242,0.007246376811594203
758,ADULT,37,57,25-34,Main Library,August,2013,email,True,2012,False,1,1.54,1242,0.029790660225442835
2587,JUVENILE,49,15,10-19,Richmond,August,2015,email,True,2013,False,2,0.31,248,0.1975806451612903
3434,ADULT,6,9,35-44,Richmond,August,2013,email,True,2009,False,4,1.5,248,0.024193548387096774
3383,ADULT,20,0,25-34,Richmond,August,2014,email,True,2011,False,3,0.0,248,0.08064516129032258
3335,SENIOR,47,15,65-74,Richmond,August,2014,email,True,2005,False,9,0.32,248,0.18951612903225806
2900,ADULT,1,0,35-44,Main Library,August,2011,email,True,2011,False,0,0.0,1242,0.0008051529790660225
3309,ADULT,51,9,10-19,Richmond,August,2015,email,True,2008,False,7,0.18,248,0.2056451612903226
1104,JUVENILE,19,0,0-9,Mission,August,2014,phone,False,2011,False,3,0.0,350,0.054285714285714284
2920,YOUNG ADULT,57,0,10-19,Main Library,August,2015,print,False,2008,False,7,0.0,1242,0.04589371980676329
3238,ADULT,41,2,35-44,Richmond,August,2013,email,True,2009,False,4,0.05,248,0.16532258064516128
1114,YOUNG ADULT,7,0,10-19,Mission,August,2015,email,True,2012,False,3,0.0,350,0.02
1153,ADULT,8,0,25-34,Mission,August,2015,email,True,2015,False,0,0.0,350,0.022857142857142857
819,ADULT,3,1,25-34,Main Library,August,2012,email,True,2010,False,2,0.33,1242,0.0024154589371980675
1166,ADULT,8,0,55-59,Mission,August,2014,phone,False,2014,False,0,0.0,350,0.022857142857142857
4250,ADULT,17,9,45-54,Richmond,August,2015,print,False,2013,False,2,0.53,248,0.06854838709677419
2966,ADULT,665,10,60-64,Richmond,August,2015,email,True,2007,False,8,0.02,248,2.681451612903226
1379,ADULT,11,0,25-34,Mission,August,2015,email,True,2008,False,7,0.0,350,0.03142857142857143
2984,YOUNG ADULT,172,0,10-19,Main Library,August,2013,phone,False,2006,False,7,0.0,1242,0.13848631239935588
3012,ADULT,98,1,45-54,Main Library,August,2015,email,True,2009,False,6,0.01,1242,0.07890499194847021
857,ADULT,0,0,25-34,Main Library,August,2013,email,True,2013,False,0,0.0,1242,0.0
2768,JUVENILE,3,0,10-19,Main Library,August,2013,phone,False,2011,False,2,0.0,1242,0.0024154589371980675
2665,ADULT,29,2,20-24,Main Library,August,2014,email,True,2012,False,2,0.07,1242,0.023349436392914653
4339,ADULT,17,3,25-34,Richmond,August,2014,email,True,2010,False,4,0.18,248,0.06854838709677419
2207,SENIOR,962,55,65-74,Excelsior,August,2015,print,False,2005,False,10,0.06,247,3.8947368421052633
1535,ADULT,37,62,35-44,Main Library,August,2013,email,True,2009,False,4,1.68,1242,0.029790660225442835
2243,ADULT,2,0,60-64,Excelsior,August,2014,print,False,2014,False,0,0.0,247,0.008097165991902834
4105,ADULT,16,0,20-24,Chinatown,August,2006,email,True,2006,False,0,0.0,194,0.08247422680412371
3930,ADULT,41,33,20-24,Chinatown,August,2013,email,True,2009,False,4,0.8,194,0.211340206185567
3864,ADULT,15,0,45-54,Chinatown,August,2013,print,False,2013,False,0,0.0,194,0.07731958762886598
1510,ADULT,2,0,45-54,Main Library,August,2013,email,True,2013,False,0,0.0,1242,0.001610305958132045
3782,SENIOR,249,0,65-74,Chinatown,August,2013,phone,False,2011,False,2,0.0,194,1.2835051546391754
3776,SENIOR,26,0,65-74,Chinatown,August,2014,print,False,2014,False,0,0.0,194,0.13402061855670103
2450,ADULT,61,17,25-34,Excelsior,August,2015,email,True,2013,False,2,0.28,247,0.24696356275303644
2102,ADULT,32,27,35-44,Main Library,August,2015,email,True,2008,False,7,0.84,1242,0.02576489533011272
2119,ADULT,217,88,25-34,Main Library,August,2015,email,True,2005,False,10,0.41,1242,0.1747181964573269
1443,ADULT,328,347,35-44,Main Library,August,2015,email,True,2011,False,4,1.06,1242,0.2640901771336554
2662,ADULT,37,74,25-34,Excelsior,August,2015,email,True,2009,False,6,2.0,247,0.14979757085020243
2719,ADULT,463,217,45-54,Excelsior,August,2015,phone,False,2007,False,8,0.47,247,1.874493927125506
2220,ADULT,15,0,55-59,Main Library,August,2015,email,True,2015,False,0,0.0,1242,0.012077294685990338
2780,YOUNG ADULT,200,12,10-19,Excelsior,August,2013,phone,False,2010,False,3,0.06,247,0.8097165991902834
2798,ADULT,97,5,10-19,Excelsior,August,2013,email,True,2005,False,8,0.05,247,0.39271255060728744
2282,ADULT,53,1,35-44,Main Library,August,2013,email,True,2009,False,4,0.02,1242,0.0426731078904992
3081,SENIOR,91,6,65-74,Chinatown,August,2015,email,True,2011,False,4,0.07,194,0.4690721649484536
2290,ADULT,10,21,25-34,Main Library,August,2013,email,True,2012,False,1,2.1,1242,0.008051529790660225
2204,ADULT,384,115,25-34,Excelsior,August,2015,email,True,2007,False,8,0.3,247,1.5546558704453441
4508,ADULT,47,12,35-44,Chinatown,August,2006,email,True,2005,False,1,0.26,194,0.2422680412371134
1586,JUVENILE,5,0,10-19,Main Library,August,2015,email,True,2015,False,0,0.0,1242,0.004025764895330112
1631,JUVENILE,25,5,0-9,Excelsior,August,2015,email,True,2014,False,1,0.2,247,0.10121457489878542
1731,ADULT,4,1,25-34,Main Library,August,2015,email,True,2015,False,0,0.25,1242,0.00322061191626409
785,ADULT,4,2,35-44,Excelsior,August,2014,email,True,2014,False,0,0.5,247,0.016194331983805668
1735,ADULT,120,87,35-44,Main Library,August,2014,email,True,2007,False,7,0.72,1242,0.0966183574879227
618,SENIOR,171,3,75+,Excelsior,August,2014,phone,False,2006,False,8,0.02,247,0.6923076923076923
547,ADULT,3,0,25-34,Excelsior,August,2012,email,True,2012,False,0,0.0,247,0.012145748987854251
1783,ADULT,2,4,25-34,Main Library,August,2015,email,True,2014,False,1,2.0,1242,0.001610305958132045
1802,ADULT,12,0,35-44,Main Library,August,2015,phone,False,2006,False,9,0.0,1242,0.00966183574879227
1654,ADULT,5,0,25-34,Main Library,August,2013,phone,False,2013,False,0,0.0,1242,0.004025764895330112
1814,ADULT,14,0,55-59,Main Library,August,2015,phone,False,2011,False,4,0.0,1242,0.011272141706924315
1815,ADULT,1,0,25-34,Main Library,August,2015,email,True,2015,False,0,0.0,1242,0.0008051529790660225
1410,JUVENILE,40,0,10-19,Main Library,August,2013,email,True,2011,False,2,0.0,1242,0.0322061191626409
1175,ADULT,8,1,25-34,Excelsior,August,2015,email,True,2014,False,1,0.12,247,0.032388663967611336
383,ADULT,55,1,60-64,Excelsior,August,2014,phone,False,2010,False,4,0.02,247,0.22267206477732793
1833,JUVENILE,1066,20,10-19,Main Library,August,2015,email,True,2006,False,9,0.02,1242,0.8582930756843801
1846,ADULT,77,35,45-54,Main Library,August,2012,phone,False,2005,False,7,0.45,1242,0.061996779388083734
1292,JUVENILE,6,0,0-9,Excelsior,August,2013,phone,False,2013,False,0,0.0,247,0.024291497975708502
139,ADULT,1,0,25-34,Excelsior,August,2014,phone,False,2014,False,0,0.0,247,0.004048582995951417
1368,ADULT,8,0,25-34,Excelsior,August,2012,email,True,2012,False,0,0.0,247,0.032388663967611336
1375,SENIOR,34,0,65-74,Excelsior,August,2015,phone,True,2009,False,6,0.0,247,0.13765182186234817
1602,ADULT,30,22,35-44,Main Library,August,2013,email,True,2008,False,5,0.73,1242,0.024154589371980676
4709,ADULT,34,9,20-24,Chinatown,August,2015,email,True,2013,False,2,0.26,194,0.17525773195876287
1934,YOUNG ADULT,1,0,10-19,Main Library,August,2015,email,True,2015,False,0,0.0,1242,0.0008051529790660225
390,YOUNG ADULT,2,0,10-19,Excelsior,August,2014,email,True,2010,False,4,0.0,247,0.008097165991902834
4337,ADULT,1,0,45-54,Richmond,August,2015,print,False,2015,False,0,0.0,248,0.004032258064516129
3009,ADULT,5,10,20-24,Chinatown,August,2014,phone,True,2011,False,3,2.0,194,0.02577319587628866
2934,ADULT,57,23,20-24,Chinatown,August,2013,email,True,2010,False,3,0.4,194,0.29381443298969073
2617,ADULT,8,4,60-64,Main Library,August,2012,email,True,2010,False,2,0.5,1242,0.00644122383252818
2639,ADULT,3,0,25-34,Main Library,August,2013,email,True,2013,False,0,0.0,1242,0.0024154589371980675
4773,ADULT,16,0,45-54,Excelsior,August,2014,phone,False,2013,False,1,0.0,247,0.06477732793522267
3203,ADULT,4,1,20-24,Main Library,August,2014,email,True,2013,False,1,0.25,1242,0.00322061191626409
4818,ADULT,2,0,35-44,Excelsior,August,2014,email,True,2012,False,2,0.0,247,0.008097165991902834
4848,ADULT,34,12,60-64,Excelsior,August,2014,email,True,2010,False,4,0.35,247,0.13765182186234817
406,ADULT,1,0,25-34,Chinatown,August,2015,email,True,2015,False,0,0.0,194,0.005154639175257732
2686,ADULT,48,23,25-34,Main Library,August,2013,email,True,2007,False,6,0.48,1242,0.03864734299516908
255,ADULT,33,1,60-64,Chinatown,August,2013,print,False,2012,False,1,0.03,194,0.17010309278350516
174,SENIOR,381,9,65-74,Chinatown,August,2012,email,True,2008,False,4,0.02,194,1.9639175257731958
42,ADULT,23,4,60-64,Mission,August,2015,print,False,2013,False,2,0.17,350,0.06571428571428571
158,ADULT,52,1,25-34,Mission,August,2015,phone,False,2013,False,2,0.02,350,0.14857142857142858
2716,JUVENILE,40,0,0-9,Main Library,August,2015,print,False,2010,False,5,0.0,1242,0.0322061191626409
2732,ADULT,2110,88,60-64,Main Library,August,2014,phone,False,2005,False,9,0.04,1242,1.6988727858293076
239,ADULT,2,0,20-24,Mission,August,2015,email,True,2015,False,0,0.0,350,0.005714285714285714
4622,YOUNG ADULT,25,1,10-19,Richmond,August,2013,phone,False,2009,False,4,0.04,248,0.10080645161290322
2744,ADULT,5,0,20-24,Main Library,August,2013,email,True,2012,False,1,0.0,1242,0.004025764895330112
4574,ADULT,19,0,25-34,Richmond,August,2014,email,True,2014,False,0,0.0,248,0.07661290322580645
471,ADULT,3,2,35-44,Mission,August,2013,email,True,2013,False,0,0.67,350,0.008571428571428572
2759,ADULT,4,0,25-34,Main Library,August,2014,phone,False,2012,False,2,0.0,1242,0.00322061191626409
2760,ADULT,7,0,25-34,Main Library,August,2015,email,True,2015,False,0,0.0,1242,0.005636070853462158
708,ADULT,3,1,10-19,Chinatown,August,2014,email,True,2010,False,4,0.33,194,0.015463917525773196
1136,SENIOR,21,4,65-74,Main Library,August,2015,email,True,2014,False,1,0.19,1242,0.016908212560386472
877,SENIOR,1,0,65-74,Chinatown,August,2015,print,False,2015,False,0,0.0,194,0.005154639175257732
1176,JUVENILE,16,5,0-9,Main Library,August,2013,email,True,2013,False,0,0.31,1242,0.01288244766505636
2792,ADULT,8,0,20-24,Chinatown,August,2015,email,True,2012,False,3,0.0,194,0.041237113402061855
2767,ADULT,23,0,25-34,Chinatown,August,2015,email,True,2013,False,2,0.0,194,0.11855670103092783
1351,ADULT,2,0,25-34,Main Library,August,2014,print,False,2011,False,3,0.0,1242,0.001610305958132045
2598,ADULT,5,10,45-54,Chinatown,August,2013,print,False,2013,False,0,2.0,194,0.02577319587628866
2353,ADULT,2,0,20-24,Main Library,August,2015,email,True,2015,False,0,0.0,1242,0.001610305958132045
1340,ADULT,14,0,55-59,Main Library,August,2015,email,True,2014,False,1,0.0,1242,0.011272141706924315
2361,ADULT,59,2,45-54,Main Library,August,2014,email,True,2009,False,5,0.03,1242,0.04750402576489533
2390,YOUNG ADULT,355,86,10-19,Chinatown,August,2015,phone,False,2006,False,9,0.24,194,1.8298969072164948
3520,JUVENILE,65,4,10-19,Excelsior,August,2013,phone,False,2013,False,0,0.06,247,0.2631578947368421
2138,YOUNG ADULT,119,26,10-19,Chinatown,August,2013,email,True,2006,False,7,0.22,194,0.6134020618556701
2292,ADULT,20,2,45-54,Main Library,August,2008,email,True,2006,False,2,0.1,1242,0.01610305958132045
1323,ADULT,7,2,45-54,Main Library,August,2014,email,True,2013,False,1,0.29,1242,0.005636070853462158
2008,JUVENILE,24,0,0-9,Chinatown,August,2015,print,False,2014,False,1,0.0,194,0.12371134020618557
3555,JUVENILE,123,86,10-19,Excelsior,August,2013,phone,True,2011,False,2,0.7,247,0.4979757085020243
1951,ADULT,2,0,55-59,Chinatown,August,2015,email,True,2015,False,0,0.0,194,0.010309278350515464
3610,ADULT,17,0,25-34,Excelsior,August,2013,phone,False,2010,False,3,0.0,247,0.06882591093117409
2467,ADULT,6,0,35-44,Main Library,August,2013,email,True,2013,False,0,0.0,1242,0.004830917874396135
2480,ADULT,9,8,25-34,Main Library,August,2014,email,True,2010,False,4,0.89,1242,0.007246376811594203
1480,JUVENILE,0,0,10-19,Chinatown,August,2013,email,True,2013,False,0,0.0,194,0.0
1286,ADULT,119,0,10-19,Main Library,August,2014,phone,False,2006,False,8,0.0,1242,0.09581320450885668
1276,ADULT,61,3,25-34,Main Library,August,2014,print,False,2011,False,3,0.05,1242,0.04911433172302738
1021,ADULT,201,0,35-44,Chinatown,August,2014,email,True,2011,False,3,0.0,194,1.0360824742268042
2401,ADULT,61,77,25-34,Main Library,August,2015,phone,True,2008,False,7,1.26,1242,0.04911433172302738
2137,YOUNG ADULT,27,0,10-19,Mission,August,2014,email,True,2005,False,9,0.0,350,0.07714285714285714
866,ADULT,69,71,20-24,Excelsior,August,2014,phone,False,2012,False,2,1.03,247,0.2793522267206478
169,SENIOR,72,0,65-74,Main Library,August,2015,email,True,2005,False,10,0.0,1242,0.057971014492753624
514,ADULT,212,144,20-24,Main Library,August,2015,email,True,2007,False,8,0.68,1242,0.1706924315619968
4583,ADULT,1,0,25-34,Main Library,August,2014,email,True,2014,False,0,0.0,1242,0.0008051529790660225
96,YOUNG ADULT,2499,1383,10-19,Richmond,August,2015,email,True,2006,False,9,0.55,248,10.076612903225806
154,JUVENILE,77,2,0-9,Richmond,August,2015,email,True,2014,False,1,0.03,248,0.31048387096774194
4803,ADULT,8,0,45-54,Main Library,August,2014,email,True,2014,False,0,0.0,1242,0.00644122383252818
2779,SENIOR,34,15,65-74,Mission,August,2014,print,False,2010,False,4,0.44,350,0.09714285714285714
3629,JUVENILE,68,0,0-9,Main Library,August,2013,print,False,2010,False,3,0.0,1242,0.05475040257648953
2776,JUVENILE,23,0,10-19,Mission,August,2013,phone,False,2010,False,3,0.0,350,0.06571428571428571
4461,ADULT,4,0,20-24,Main Library,August,2015,email,True,2015,False,0,0.0,1242,0.00322061191626409
145,ADULT,1,0,25-34,Main Library,August,2014,phone,False,2014,False,0,0.0,1242,0.0008051529790660225
2770,ADULT,13,16,25-34,Mission,August,2012,email,True,2006,False,6,1.23,350,0.037142857142857144
3466,ADULT,25,22,20-24,Main Library,August,2015,email,True,2014,False,1,0.88,1242,0.020128824476650563
4475,YOUNG ADULT,6,0,10-19,Main Library,August,2015,email,True,2015,False,0,0.0,1242,0.004830917874396135
2731,ADULT,80,12,25-34,Mission,August,2015,email,True,2014,False,1,0.15,350,0.22857142857142856
4439,ADULT,14,9,45-54,Main Library,August,2014,email,True,2014,False,0,0.64,1242,0.011272141706924315
3633,SENIOR,25,18,65-74,Main Library,August,2014,print,False,2010,False,4,0.72,1242,0.020128824476650563
4431,ADULT,12,0,55-59,Main Library,August,2015,phone,False,2012,False,3,0.0,1242,0.00966183574879227
368,ADULT,2,3,35-44,Main Library,August,2015,email,True,2012,False,3,1.5,1242,0.001610305958132045
452,ADULT,30,19,45-54,Richmond,August,2015,email,True,2014,False,1,0.63,248,0.12096774193548387
4044,ADULT,30,22,35-44,Mission,August,2014,email,True,2012,False,2,0.73,350,0.08571428571428572
501,JUVENILE,471,365,10-19,Richmond,August,2015,email,True,2006,False,9,0.77,248,1.8991935483870968
4017,ADULT,19,6,25-34,Main Library,August,2013,email,True,2009,False,4,0.32,1242,0.015297906602254429
4034,ADULT,7,6,45-54,Main Library,August,2015,phone,False,2007,False,8,0.86,1242,0.005636070853462158
4616,ADULT,37,0,45-54,Main Library,August,2013,email,True,2008,False,5,0.0,1242,0.029790660225442835
4404,ADULT,16,9,25-34,Main Library,August,2015,email,True,2010,False,5,0.56,1242,0.01288244766505636
4402,SENIOR,71,16,65-74,Main Library,August,2015,email,True,2012,False,3,0.23,1242,0.0571658615136876
4395,ADULT,6,0,45-54,Mission,August,2014,email,True,2011,False,3,0.0,350,0.017142857142857144
2640,ADULT,179,5,35-44,Mission,August,2013,email,True,2013,False,0,0.03,350,0.5114285714285715
510,ADULT,3,6,25-34,Main Library,August,2013,email,True,2007,False,6,2.0,1242,0.0024154589371980675
4312,ADULT,4,0,25-34,Mission,August,2015,email,True,2009,False,6,0.0,350,0.011428571428571429
443,ADULT,37,2,45-54,Main Library,August,2014,phone,False,2007,False,7,0.05,1242,0.029790660225442835
4024,ADULT,18,1,35-44,Mission,August,2014,print,False,2013,False,1,0.06,350,0.05142857142857143
460,ADULT,37,42,25-34,Main Library,August,2015,email,True,2012,False,3,1.14,1242,0.029790660225442835
3900,ADULT,8,5,25-34,Main Library,August,2013,email,True,2010,False,3,0.62,1242,0.00644122383252818
3895,JUVENILE,7,0,0-9,Main Library,August,2014,phone,False,2014,False,0,0.0,1242,0.005636070853462158
3573,ADULT,1,0,25-34,Main Library,August,2015,phone,False,2015,False,0,0.0,1242,0.0008051529790660225
4898,ADULT,2,0,45-54,Main Library,August,2014,email,True,2011,False,3,0.0,1242,0.001610305958132045
4110,ADULT,17,5,45-54,Mission,August,2014,email,True,2009,False,5,0.29,350,0.04857142857142857
182,ADULT,1,0,55-59,Main Library,August,2005,email,True,2005,False,0,0.0,1242,0.0008051529790660225
4909,ADULT,378,476,20-24,Main Library,August,2015,email,True,2009,False,6,1.26,1242,0.30434782608695654
4910,ADULT,332,57,25-34,Main Library,August,2013,email,True,2011,False,2,0.17,1242,0.2673107890499195
4912,JUVENILE,5,0,10-19,Main Library,August,2012,email,True,2012,False,0,0.0,1242,0.004025764895330112
24,ADULT,5,0,45-54,Richmond,August,2015,email,True,2013,False,2,0.0,248,0.020161290322580645
3239,YOUNG ADULT,16,5,10-19,Mission,August,2015,email,True,2013,False,2,0.31,350,0.045714285714285714
4519,ADULT,22,0,25-34,Main Library,August,2013,email,True,2012,False,1,0.0,1242,0.017713365539452495
3595,ADULT,20,0,35-44,Main Library,August,2014,email,True,2009,False,5,0.0,1242,0.01610305958132045
4942,ADULT,16,3,25-34,Main Library,August,2014,email,True,2007,False,7,0.19,1242,0.01288244766505636
220,ADULT,6,0,25-34,Main Library,August,2015,phone,True,2012,False,3,0.0,1242,0.004830917874396135
489,ADULT,9,0,25-34,Main Library,August,2015,email,True,2013,False,2,0.0,1242,0.007246376811594203
3073,JUVENILE,158,225,0-9,Mission,August,2013,email,True,2010,False,3,1.42,350,0.4514285714285714
4957,ADULT,30,23,35-44,Main Library,August,2014,email,True,2011,False,3,0.77,1242,0.024154589371980676
4980,ADULT,4,0,35-44,Main Library,August,2015,email,True,2014,False,1,0.0,1242,0.00322061191626409
3548,ADULT,0,0,35-44,Main Library,August,2015,email,True,2014,False,1,0.0,1242,0.0
236,ADULT,18,28,25-34,Main Library,August,2015,email,True,2013,False,2,1.56,1242,0.014492753623188406
4682,ADULT,3,1,25-34,Main Library,August,2013,print,True,2011,False,2,0.33,1242,0.0024154589371980675
3541,ADULT,5,4,25-34,Main Library,August,2013,email,True,2012,False,1,0.8,1242,0.004025764895330112
3954,ADULT,12,1,45-54,Main Library,August,2013,print,False,2013,False,0,0.08,1242,0.00966183574879227
4045,ADULT,1,0,25-34,Main Library,August,2013,email,True,2013,False,0,0.0,1242,0.0008051529790660225
203,ADULT,26,1,25-34,Main Library,August,2014,email,True,2009,False,5,0.04,1242,0.020933977455716585
4345,ADULT,7,0,45-54,Main Library,August,2015,phone,False,2012,False,3,0.0,1242,0.005636070853462158
75,ADULT,22,2,20-24,Main Library,August,2015,email,True,2012,False,3,0.09,1242,0.017713365539452495
4736,JUVENILE,13,0,10-19,Mission,August,2014,phone,False,2007,False,7,0.0,350,0.037142857142857144
3331,ADULT,66,0,35-44,Main Library,August,2013,email,True,2012,False,1,0.0,1242,0.05314009661835749
3318,ADULT,59,0,60-64,Main Library,August,2015,email,True,2010,False,5,0.0,1242,0.04750402576489533
4763,ADULT,5,8,25-34,Main Library,August,2013,phone,True,2013,False,0,1.6,1242,0.004025764895330112
3292,ADULT,21,56,25-34,Main Library,August,2014,print,False,2010,False,4,2.67,1242,0.016908212560386472
4321,ADULT,5,10,25-34,Main Library,August,2014,email,True,2013,False,1,2.0,1242,0.004025764895330112
3771,ADULT,42,7,25-34,Mission,August,2015,email,True,2009,False,6,0.17,350,0.12
4366,ADULT,126,173,25-34,Main Library,August,2014,email,True,2010,False,4,1.37,1242,0.10144927536231885
636,JUVENILE,2,0,0-9,Main Library,August,2014,print,False,2014,False,0,0.0,1242,0.001610305958132045
4882,YOUNG ADULT,2,0,10-19,Mission,August,2015,email,True,2015,False,0,0.0,350,0.005714285714285714
3772,ADULT,7,0,35-44,Main Library,August,2015,email,True,2011,False,4,0.0,1242,0.005636070853462158
4119,ADULT,9,1,25-34,Main Library,August,2013,email,True,2013,False,0,0.11,1242,0.007246376811594203
4744,ADULT,3,3,60-64,Main Library,August,2014,phone,False,2014,False,0,1.0,1242,0.0024154589371980675
1363,ADULT,5,5,35-44,Richmond,August,2015,email,True,2014,False,1,1.0,248,0.020161290322580645
325,ADULT,12,0,35-44,Main Library,August,2014,email,True,2014,False,0,0.0,1242,0.00966183574879227
1283,ADULT,44,0,25-34,Richmond,August,2014,print,True,2008,False,6,0.0,248,0.1774193548387097
3745,JUVENILE,33,0,10-19,Main Library,August,2015,phone,False,2015,False,0,0.0,1242,0.026570048309178744
4623,ADULT,153,25,45-54,Main Library,August,2013,email,True,2008,False,5,0.16,1242,0.12318840579710146
3934,SENIOR,59,19,65-74,Mission,August,2013,email,True,2009,False,4,0.32,350,0.16857142857142857
4245,ADULT,9,5,60-64,Main Library,August,2015,print,False,2011,False,4,0.56,1242,0.007246376811594203
3360,ADULT,7,0,25-34,Main Library,August,2014,email,True,2014,False,0,0.0,1242,0.005636070853462158
3724,ADULT,1,0,25-34,Main Library,August,2013,email,True,2013,False,0,0.0,1242,0.0008051529790660225
4627,ADULT,7,0,20-24,Main Library,August,2014,email,True,2014,False,0,0.0,1242,0.005636070853462158
4625,ADULT,35,56,25-34,Main Library,August,2015,email,True,2014,False,1,1.6,1242,0.02818035426731079
3220,ADULT,2,0,35-44,Main Library,August,2014,email,True,2014,False,0,0.0,1242,0.001610305958132045
4394,ADULT,1,0,25-34,Main Library,August,2015,email,True,2015,False,0,0.0,1242,0.0008051529790660225
4606,JUVENILE,0,0,0-9,Mission,August,2014,email,True,2013,False,1,0.0,350,0.0
4764,ADULT,2,1,55-59,Main Library,August,2015,email,True,2009,False,6,0.5,1242,0.001610305958132045
16,ADULT,2,0,60-64,Main Library,August,2012,email,True,2009,False,3,0.0,1242,0.001610305958132045
614,ADULT,22,21,10-19,Main Library,August,2015,email,True,2011,False,4,0.95,1242,0.017713365539452495
13,ADULT,25,75,25-34,Main Library,August,2015,email,True,2015,False,0,3.0,1242,0.020128824476650563
3366,ADULT,5,0,35-44,Main Library,August,2015,email,True,2015,False,0,0.0,1242,0.004025764895330112
4618,ADULT,27,4,10-19,Mission,August,2015,email,True,2010,False,5,0.15,350,0.07714285714285714
4452,YOUNG ADULT,125,14,10-19,Mission,August,2015,print,False,2007,False,8,0.11,350,0.35714285714285715
4624,ADULT,10,3,25-34,Main Library,August,2015,email,True,2014,False,1,0.3,1242,0.008051529790660225
4051,ADULT,7,0,25-34,Main Library,August,2014,phone,True,2014,False,0,0.0,1242,0.005636070853462158
675,ADULT,199,276,35-44,Richmond,August,2015,email,True,2006,False,9,1.39,248,0.8024193548387096
4671,ADULT,5,0,35-44,Main Library,September,2011,email,True,2010,False,1,0.0,1242,0.004025764895330112
1350,ADULT,7,0,45-54,Main Library,September,2012,email,True,2010,False,2,0.0,1242,0.005636070853462158
1355,SENIOR,10,0,65-74,Main Library,September,2010,phone,False,2009,False,1,0.0,1242,0.008051529790660225
3892,ADULT,4,0,25-34,Main Library,September,2014,email,True,2014,False,0,0.0,1242,0.00322061191626409
3299,JUVENILE,66,0,0-9,Excelsior,September,2015,email,True,2015,False,0,0.0,247,0.26720647773279355
2352,ADULT,6,1,20-24,Main Library,September,2015,email,True,2015,False,0,0.17,1242,0.004830917874396135
4477,YOUNG ADULT,59,20,10-19,Excelsior,September,2011,email,True,2005,False,6,0.34,247,0.2388663967611336
986,ADULT,39,32,25-34,Chinatown,September,2014,email,True,2010,False,4,0.82,194,0.20103092783505155
213,JUVENILE,80,0,0-9,Main Library,September,2014,email,True,2010,False,4,0.0,1242,0.0644122383252818
